name,position,teamname,rawbirthdate,gp,shots,goals,assist1,assist2,points,goals.pp,assist1.pp,assist2.pp,points.pp,goals.ev,assist1.ev,assist2.ev,points.ev,gfev,gaev,gfpp,season.name,ga,gf,team.shots.for,team.shots.against,team.goals,team.assist1,team.assist2,team.points,team.GA,team.GA.EV,team.goals.pp,team.assist1.pp,team.assist2.pp,team.points.pp,team.goals.ev,team.assist1.ev,team.assist2.ev,team.points.ev,pos.clean,BD.Mod,birth.year,draft.end,draft.year,draft.season,draft.eligible
"Paquette-Bisson, Tobie",D,"Blainville-Boisbriand, Armada",1997-02-01,59,71,4,13,10,27,0,2,3,5,4,10,6,20,65,34,15,2017-18 | Regular Season,62,96,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,D,1997-02-01,1997,1997-09-15,2015,2018,N
"Roy, Hugo",C,"Sherbrooke, Phoenix",1997-08-08,64,146,21,16,10,47,6,7,4,17,13,8,6,27,46,49,32,2017-18 | Regular Season,91,83,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,F,1997-08-08,1997,1997-09-15,2015,2018,N
"Mongo, Yvan",C,"Drummondville, Voltigeurs",1997-03-11,58,170,18,20,9,47,2,1,4,7,14,17,5,36,61,33,13,2017-18 | Regular Season,63,81,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,1997-03-11,1997,1997-09-15,2015,2018,N
"Roy, Charlie",D,"Blainville-Boisbriand, Armada",1997-06-10,5,6,0,1,1,2,0,0,0,0,0,1,1,2,4,4,0,2017-18 | Regular Season,10,6,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,D,1997-06-10,1997,1997-09-15,2015,2018,N
"Boucher, Matthew",LW,"Québec, Remparts",1997-12-17,66,280,31,22,15,68,14,6,7,27,12,13,7,32,41,41,41,2017-18 | Regular Season,71,91,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,1997-12-17,1997,1997-09-15,2016,2018,N
"Lalonde, Bradley",D,"Baie-Comeau, Drakkar",1997-08-01,60,203,13,26,18,57,6,19,9,34,6,7,8,21,60,63,42,2017-18 | Regular Season,102,109,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,D,1997-08-01,1997,1997-09-15,2015,2018,N
"Blier, Samuel",LW,"Shawinigan, Cataractes",1997-06-13,57,96,11,7,7,25,2,3,2,7,8,3,5,16,19,48,15,2017-18 | Regular Season,89,38,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1997-06-13,1997,1997-09-15,2015,2018,N
"Askew, Cameron",RW,"Charlottetown, Islanders",1997-05-13,63,197,19,9,10,38,6,2,4,12,13,6,6,25,38,46,15,2017-18 | Regular Season,72,57,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1997-05-13,1997,1997-09-15,2015,2018,N
"Barré-Boulet, Alex",C,"Blainville-Boisbriand, Armada",1997-05-21,65,295,53,37,26,116,19,16,14,49,27,17,12,56,68,43,62,2017-18 | Regular Season,62,142,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1997-05-21,1997,1997-09-15,2015,2018,N
"Alain, Alexandre",RW,"Blainville-Boisbriand, Armada",1997-03-03,65,251,44,23,20,87,21,5,9,35,22,17,8,47,62,36,60,2017-18 | Regular Season,61,131,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1997-03-03,1997,1997-09-15,2015,2018,N
"Aquin, Pascal",LW,"Charlottetown, Islanders",1997-07-03,59,162,24,14,5,43,7,1,0,8,8,11,5,24,38,30,19,2017-18 | Regular Season,47,70,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,1997-07-03,1997,1997-09-15,2015,2018,N
"Fortier, Maxime",RW,"Halifax, Mooseheads",1997-12-15,61,265,32,33,10,75,6,8,2,16,19,20,8,47,60,42,33,2017-18 | Regular Season,66,105,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,1997-12-15,1997,1997-09-15,2016,2018,N
"Ford, Taylor",D,"Rouyn-Noranda, Huskies",1997-05-14,46,60,3,2,6,11,0,0,1,1,2,2,4,8,35,22,2,2017-18 | Regular Season,42,45,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,1997-05-14,1997,1997-09-15,2015,2018,N
"Moynihan, Connor",LW,"Halifax, Mooseheads",1997-07-20,66,138,21,7,14,42,4,0,2,6,16,7,12,35,50,34,15,2017-18 | Regular Season,37,68,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,1997-07-20,1997,1997-09-15,2015,2018,N
"Holwell, Adam",D,"Acadie-Bathurst, Titan",1997-03-08,67,171,10,25,15,50,2,13,5,20,8,11,9,28,77,44,30,2017-18 | Regular Season,67,121,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,D,1997-03-08,1997,1997-09-15,2015,2018,N
"Bower, William",C,"Charlottetown, Islanders",1997-11-07,8,14,1,0,0,1,1,0,0,1,0,0,0,0,1,2,2,2017-18 | Regular Season,6,3,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,1997-11-07,1997,1997-09-15,2016,2018,N
"Olivier, Mathieu",RW,"Sherbrooke, Phoenix",1997-02-11,67,223,27,13,9,49,8,3,2,13,15,9,7,31,44,25,24,2017-18 | Regular Season,67,73,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,F,1997-02-11,1997,1997-09-15,2015,2018,N
"Cormier, Lane",RW,"Rouyn-Noranda, Huskies",1997-02-11,5,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2017-18 | Regular Season,0,2,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1997-02-11,1997,1997-09-15,2015,2018,N
"Lanoue, Vincent",D,"Victoriaville, Tigres",1997-08-17,66,127,7,13,27,47,3,4,14,21,4,8,10,22,70,52,38,2017-18 | Regular Season,85,118,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,D,1997-08-17,1997,1997-09-15,2015,2018,N
"Picco, Andrew",D,"Québec, Remparts",1997-04-02,56,37,1,3,6,10,0,0,0,0,1,3,5,9,38,37,0,2017-18 | Regular Season,63,43,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,D,1997-04-02,1997,1997-09-15,2015,2018,N
"Thompson, Will",D,"Gatineau, Olympiques",1997-07-02,60,102,2,16,8,26,1,5,3,9,1,8,4,13,45,37,15,2017-18 | Regular Season,71,76,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,1997-07-02,1997,1997-09-15,2015,2018,N
"Dove-McFalls, Samuel",C,"Rimouski, Océanic",1997-04-10,64,248,22,35,16,73,3,9,5,17,18,21,9,48,67,35,35,2017-18 | Regular Season,62,113,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,F,1997-04-10,1997,1997-09-15,2015,2018,N
"Webster, Bailey",D,"Saint John, Sea Dogs",1997-09-08,67,68,1,5,5,11,0,0,0,0,1,5,5,11,45,70,2,2017-18 | Regular Season,111,48,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,D,1997-09-08,1997,1997-09-15,2015,2018,N
"Phelan, James",C,"Moncton, Wildcats",1997-02-18,64,161,33,24,17,74,13,7,9,29,11,15,8,34,41,52,47,2017-18 | Regular Season,82,99,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,F,1997-02-18,1997,1997-09-15,2015,2018,N
"Welsh, Nicholas",D,"Moncton, Wildcats",1997-05-07,68,181,12,33,21,66,9,12,11,32,3,20,10,33,65,69,46,2017-18 | Regular Season,108,125,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,D,1997-05-07,1997,1997-09-15,2015,2018,N
"Harwell, Chase",RW,"Victoriaville, Tigres",1997-01-11,67,176,21,8,15,44,4,3,3,10,16,4,12,32,39,45,23,2017-18 | Regular Season,65,69,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1997-01-11,1997,1997-09-15,2015,2018,N
"Truchon-Viel, Jeffrey",LW,"Acadie-Bathurst, Titan",1997-01-28,58,235,39,15,8,62,12,3,1,16,24,11,6,41,55,32,33,2017-18 | Regular Season,41,98,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1997-01-28,1997,1997-09-15,2015,2018,N
"Henley, David",D,"Val-d'Or, Foreurs",1997-03-13,54,96,6,4,10,20,5,2,4,11,1,2,3,6,44,63,20,2017-18 | Regular Season,100,69,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,D,1997-03-13,1997,1997-09-15,2015,2018,N
"Galipeau, Olivier",D,"Acadie-Bathurst, Titan",1997-05-22,67,271,25,30,19,74,8,16,8,32,14,13,10,37,80,40,43,2017-18 | Regular Season,82,136,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,D,1997-05-22,1997,1997-09-15,2015,2018,N
"Fournier, Jordan Ty",RW,"Cape Breton, Screaming Eagles",1997-04-04,67,179,17,9,7,33,3,0,1,4,12,7,6,25,35,30,20,2017-18 | Regular Season,56,63,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,1997-04-04,1997,1997-09-15,2015,2018,N
"Nadeau, Mathieu",RW,"Rimouski, Océanic",1997-01-03,59,188,25,30,19,74,10,9,10,29,11,17,9,37,50,43,36,2017-18 | Regular Season,67,96,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,1997-01-03,1997,1997-09-15,2015,2018,N
"Maher, Jordan",RW,"Acadie-Bathurst, Titan",1998-03-11,63,121,19,18,24,61,6,2,12,20,12,14,12,38,62,28,36,2017-18 | Regular Season,32,102,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1998-03-11,1998,1998-09-15,2016,2018,N
"Francis, Elijah",D,"Acadie-Bathurst, Titan",1998-03-05,54,39,1,4,3,8,0,0,1,1,1,4,2,7,25,21,1,2017-18 | Regular Season,28,26,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,D,1998-03-05,1998,1998-09-15,2016,2018,N
"Boivin, Félix",D,"Victoriaville, Tigres",1998-03-11,68,153,10,8,11,29,5,3,2,10,5,5,9,19,57,42,19,2017-18 | Regular Season,53,76,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,D,1998-03-11,1998,1998-09-15,2016,2018,N
"Huntington, Jimmy",C,"Victoriaville, Tigres",1998-11-18,68,145,18,22,18,58,4,4,8,16,12,14,9,35,54,49,30,2017-18 | Regular Season,77,91,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1998-11-18,1998,1998-09-15,2017,2018,N
"Beauchamp, Anthony",RW,"Gatineau, Olympiques",1998-10-23,65,128,11,8,9,28,3,2,2,7,8,6,7,21,33,30,10,2017-18 | Regular Season,36,43,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1998-10-23,1998,1998-09-15,2017,2018,N
"Chevrier, Simon",RW,"Baie-Comeau, Drakkar",1997-05-19,58,91,5,9,12,26,2,2,1,5,1,6,10,17,34,36,12,2017-18 | Regular Season,52,50,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1997-05-19,1997,1997-09-15,2015,2018,N
"Katerinakis, Alexander",RW,"Blainville-Boisbriand, Armada",1998-04-25,51,97,13,18,9,40,0,3,2,5,12,13,7,32,41,20,10,2017-18 | Regular Season,29,55,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1998-04-25,1998,1998-09-15,2016,2018,N
"Hylland, Tyler",LW,"Cape Breton, Screaming Eagles",1998-04-21,57,102,12,11,5,28,0,4,1,5,8,6,4,18,30,33,10,2017-18 | Regular Season,55,45,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,1998-04-21,1998,1998-09-15,2016,2018,N
"Adams-Moisan, Morgan",RW,"Drummondville, Voltigeurs",1997-02-06,68,180,32,22,7,61,12,5,2,19,18,15,5,38,52,31,42,2017-18 | Regular Season,54,100,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,1997-02-06,1997,1997-09-15,2015,2018,N
"Castonguay, Daven",D,"Drummondville, Voltigeurs",1998-05-21,57,51,1,6,3,10,0,0,0,0,1,5,3,9,51,34,1,2017-18 | Regular Season,52,57,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,D,1998-05-21,1998,1998-09-15,2016,2018,N
"King, Sam",RW,"Charlottetown, Islanders",1998-05-11,68,114,10,10,6,26,0,2,0,2,9,7,5,21,31,41,3,2017-18 | Regular Season,70,37,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,1998-05-11,1998,1998-09-15,2016,2018,N
"Corbeil, Pascal",D,"Blainville-Boisbriand, Armada",1998-01-21,46,84,9,21,21,51,0,13,15,28,9,7,6,22,41,26,43,2017-18 | Regular Season,40,90,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,D,1998-01-21,1998,1998-09-15,2016,2018,N
"Beaudin, Jérémie",D,"Victoriaville, Tigres",1998-05-14,66,109,6,21,8,35,4,7,2,13,2,14,6,22,61,49,27,2017-18 | Regular Season,56,89,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,D,1998-05-14,1998,1998-09-15,2016,2018,N
"L'Italien, Samuel",C,"Acadie-Bathurst, Titan",1998-04-13,68,131,19,12,13,44,6,1,1,8,8,10,12,30,51,35,21,2017-18 | Regular Season,62,86,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1998-04-13,1998,1998-09-15,2016,2018,N
"Martineau, Phélix",C,"Cape Breton, Screaming Eagles",1997-06-03,68,227,34,20,12,66,12,8,4,24,21,10,6,37,52,54,31,2017-18 | Regular Season,90,90,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,1997-06-03,1997,1997-09-15,2015,2018,N
"Balmas, Mitchell",LW,"Acadie-Bathurst, Titan",1998-03-19,68,240,42,18,12,72,15,8,7,30,24,10,5,39,66,44,46,2017-18 | Regular Season,56,119,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1998-03-19,1998,1998-09-15,2016,2018,N
"Guilbault, Samuel",LW,"Shawinigan, Cataractes",1998-04-09,12,16,3,0,1,4,0,0,0,0,3,0,1,4,4,6,0,2017-18 | Regular Season,7,4,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1998-04-09,1998,1998-09-15,2016,2018,N
"Smith, Andrew",D,"Victoriaville, Tigres",1998-03-18,62,37,2,4,5,11,0,0,0,0,0,4,3,7,32,37,1,2017-18 | Regular Season,60,41,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,D,1998-03-18,1998,1998-09-15,2016,2018,N
"Getson, Keith",C,"Charlottetown, Islanders",1998-03-29,68,190,20,18,11,49,7,4,4,15,9,9,7,25,41,37,26,2017-18 | Regular Season,62,80,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,1998-03-29,1998,1998-09-15,2016,2018,N
"Wojcik, Anthony",LW,"Québec, Remparts",1998-05-29,9,10,1,0,0,1,0,0,0,0,1,0,0,1,1,2,0,2017-18 | Regular Season,3,1,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,1998-05-29,1998,1998-09-15,2016,2018,N
"Bélanger, Jean-Simon",RW,"Baie-Comeau, Drakkar",1998-03-03,27,40,3,3,1,7,0,0,0,0,3,3,1,7,10,10,0,2017-18 | Regular Season,10,10,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1998-03-03,1998,1998-09-15,2016,2018,N
"Gagné, Benjamin",D,"Québec, Remparts",1998-10-22,66,165,10,12,16,38,2,3,6,11,8,8,9,25,62,57,27,2017-18 | Regular Season,72,95,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,D,1998-10-22,1998,1998-09-15,2017,2018,N
"Sévigny, Mathieu",LW,"Victoriaville, Tigres",1998-03-12,41,104,13,11,6,30,6,1,1,8,7,8,5,20,28,21,16,2017-18 | Regular Season,31,47,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1998-03-12,1998,1998-09-15,2016,2018,N
"Laberge, Pascal",C,"Québec, Remparts",1998-04-09,64,175,17,17,13,47,6,3,5,14,11,14,8,33,49,37,31,2017-18 | Regular Season,52,81,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1998-04-09,1998,1998-09-15,2016,2018,N
"Landreville, Alexandre",C,"Gatineau, Olympiques",1997-04-24,68,91,12,11,14,37,3,5,3,11,8,0,9,17,31,36,14,2017-18 | Regular Season,86,58,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1997-04-24,1997,1997-09-15,2015,2018,N
"Crossley, Brett",C,"Halifax, Mooseheads",1998-01-03,66,44,5,3,1,9,0,0,0,0,4,3,1,8,16,17,0,2017-18 | Regular Season,35,18,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,1998-01-03,1998,1998-09-15,2016,2018,N
"Dachyshyn, Barrett",RW,"Halifax, Mooseheads",1998-10-05,52,43,1,2,0,3,0,0,0,0,1,2,0,3,9,15,2,2017-18 | Regular Season,18,13,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,1998-10-05,1998,1998-09-15,2017,2018,N
"Nauss, Morgan",D,"Chicoutimi, Saguenéens",1998-04-20,60,70,4,9,15,28,1,2,6,9,3,7,9,19,44,56,15,2017-18 | Regular Season,91,64,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,D,1998-04-20,1998,1998-09-15,2016,2018,N
"Corson, Noah",LW,"Baie-Comeau, Drakkar",1998-03-17,10,20,2,1,1,4,0,0,0,0,2,1,1,4,4,6,1,2017-18 | Regular Season,7,5,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1998-03-17,1998,1998-09-15,2016,2018,N
"Murphy, Liam",LW,"Acadie-Bathurst, Titan",1998-01-20,65,148,20,15,3,38,6,4,0,10,14,10,3,27,46,38,19,2017-18 | Regular Season,40,66,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1998-01-20,1998,1998-09-15,2016,2018,N
"Tesink, Marcus",D,"Saint John, Sea Dogs",1998-08-05,15,12,0,1,1,2,0,0,0,0,0,1,1,2,7,11,0,2017-18 | Regular Season,14,7,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,D,1998-08-05,1998,1998-09-15,2016,2018,N
"Duquette, Marc-Olivier",D,"Drummondville, Voltigeurs",1998-03-26,68,85,3,8,10,21,1,0,0,1,2,8,9,19,51,49,2,2017-18 | Regular Season,81,61,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,D,1998-03-26,1998,1998-09-15,2016,2018,N
"Sutton, Jesse",C,"Québec, Remparts",1998-03-28,68,117,22,14,10,46,2,5,6,13,15,9,4,28,39,41,20,2017-18 | Regular Season,55,63,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,1998-03-28,1998,1998-09-15,2016,2018,N
"Garneau, Olivier",LW,"Québec, Remparts",1998-07-21,67,150,23,19,8,50,11,6,1,18,11,9,7,27,46,42,27,2017-18 | Regular Season,65,80,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,1998-07-21,1998,1998-09-15,2016,2018,N
"Demers, Pierre-Olivier",D,"Victoriaville, Tigres",1998-03-21,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2017-18 | Regular Season,2,0,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,D,1998-03-21,1998,1998-09-15,2016,2018,N
"Fortin, Louis-Philip",D,"Acadie-Bathurst, Titan",1998-01-24,13,21,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,2017-18 | Regular Season,10,2,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,D,1998-01-24,1998,1998-09-15,2016,2018,N
"MacDougall, Ross",D,"Cape Breton, Screaming Eagles",1997-03-06,42,76,7,18,6,31,5,9,3,17,2,8,3,13,38,39,25,2017-18 | Regular Season,62,64,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,D,1997-03-06,1997,1997-09-15,2015,2018,N
"Cormier, Dominic",D,"Rimouski, Océanic",1998-01-02,66,148,9,16,22,47,1,6,7,14,8,10,14,32,78,40,26,2017-18 | Regular Season,55,107,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,D,1998-01-02,1998,1998-09-15,2016,2018,N
"Neveu, Jacob",D,"Rouyn-Noranda, Huskies",1998-01-12,67,60,5,5,8,18,0,0,1,1,5,5,2,12,45,42,1,2017-18 | Regular Season,68,58,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,1998-01-12,1998,1998-09-15,2016,2018,N
"Lauzon, Zachary",D,"Rouyn-Noranda, Huskies",1998-10-10,25,38,0,1,3,4,0,0,1,1,0,0,2,2,19,15,2,2017-18 | Regular Season,25,26,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,1998-10-10,1998,1998-09-15,2017,2018,N
"Abbandonato, Peter",C,"Rouyn-Noranda, Huskies",1998-03-25,68,176,27,37,11,75,8,11,6,25,15,22,4,41,55,44,49,2017-18 | Regular Season,78,118,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1998-03-25,1998,1998-09-15,2016,2018,N
"Boucher, Mathieu",LW,"Rouyn-Noranda, Huskies",1997-04-19,66,186,33,17,13,63,9,4,3,16,17,10,10,37,50,46,38,2017-18 | Regular Season,74,98,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1997-04-19,1997,1997-09-15,2015,2018,N
"Green, Luke",D,"Sherbrooke, Phoenix",1998-01-12,14,28,5,1,9,15,1,1,4,6,4,0,5,9,15,5,8,2017-18 | Regular Season,11,23,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,D,1998-01-12,1998,1998-09-15,2016,2018,N
"Tessier, Julien",C,"Moncton, Wildcats",1998-04-01,67,155,21,25,8,54,7,6,1,14,14,17,7,38,49,72,18,2017-18 | Regular Season,90,69,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,F,1998-04-01,1998,1998-09-15,2016,2018,N
"Green, Matt",C,"Saint John, Sea Dogs",1998-01-12,34,55,5,2,3,10,1,0,0,1,3,1,3,7,9,24,2,2017-18 | Regular Season,35,13,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,F,1998-01-12,1998,1998-09-15,2016,2018,N
"Smith, Declan",C,"Cape Breton, Screaming Eagles",1998-05-07,65,113,17,15,6,38,3,2,1,6,9,12,5,26,31,41,13,2017-18 | Regular Season,69,52,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,1998-05-07,1998,1998-09-15,2016,2018,N
"Ward, Kyle",RW,"Rouyn-Noranda, Huskies",1997-12-29,8,12,2,0,0,2,0,0,0,0,2,0,0,2,4,4,0,2017-18 | Regular Season,6,4,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1997-12-29,1997,1997-09-15,2016,2018,N
"Girard, Samuel",D,"Shawinigan, Cataractes",1998-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18 | Regular Season,0,0,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,D,1998-05-12,1998,1998-09-15,2016,2018,N
"Sylvestre, Gabriel",D,"Moncton, Wildcats",1998-01-22,60,72,8,6,5,19,0,0,1,1,7,5,4,16,50,61,3,2017-18 | Regular Season,113,60,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,D,1998-01-22,1998,1998-09-15,2016,2018,N
"Asselin, Samuel",C,"Acadie-Bathurst, Titan",1998-07-01,48,141,13,15,14,42,5,0,7,12,8,15,7,30,42,43,17,2017-18 | Regular Season,70,62,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1998-07-01,1998,1998-09-15,2016,2018,N
"Paré, Justin",C,"Victoriaville, Tigres",1998-01-31,31,14,4,1,7,12,0,0,0,0,4,1,7,12,17,11,0,2017-18 | Regular Season,13,17,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1998-01-31,1998,1998-09-15,2016,2018,N
"Grégoire, Thomas",D,"Sherbrooke, Phoenix",1998-07-15,67,248,12,41,16,69,6,20,6,32,6,20,10,36,64,54,44,2017-18 | Regular Season,96,114,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,D,1998-07-15,1998,1998-09-15,2016,2018,N
"Poulin, Nicolas",LW,"Sherbrooke, Phoenix",1997-07-24,64,259,35,19,11,65,9,3,1,13,23,15,10,48,68,48,22,2017-18 | Regular Season,67,94,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,F,1997-07-24,1997,1997-09-15,2015,2018,N
"Gilbert, Kevin",RW,"Sherbrooke, Phoenix",1998-03-24,57,114,11,12,2,25,3,2,1,6,6,10,1,17,26,32,11,2017-18 | Regular Season,51,41,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,F,1998-03-24,1998,1998-09-15,2016,2018,N
"Bilodeau, Gabriel",D,"Gatineau, Olympiques",1998-06-04,66,100,8,7,20,35,4,2,15,21,3,4,4,11,40,37,28,2017-18 | Regular Season,74,74,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,D,1998-06-04,1998,1998-09-15,2016,2018,N
"Higgins, Tyler",D,"Gatineau, Olympiques",1998-08-02,51,40,0,3,6,9,0,0,0,0,0,3,6,9,31,33,1,2017-18 | Regular Season,54,37,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,D,1998-08-02,1998,1998-09-15,2016,2018,N
"Desjardins, Olivier",D,"Charlottetown, Islanders",1997-05-31,66,93,4,3,6,13,0,1,0,1,4,2,2,8,34,43,2,2017-18 | Regular Season,72,51,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,D,1997-05-31,1997,1997-09-15,2015,2018,N
"Dion, Yan",LW,"Val-d'Or, Foreurs",1998-05-05,64,86,10,10,6,26,1,0,1,2,8,10,3,21,28,54,5,2017-18 | Regular Season,94,37,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,F,1998-05-05,1998,1998-09-15,2016,2018,N
"Lauzon, Félix",C,"Victoriaville, Tigres",1998-04-30,38,77,11,12,8,31,3,4,2,9,6,8,6,20,28,22,12,2017-18 | Regular Season,31,44,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1998-04-30,1998,1998-09-15,2016,2018,N
"Breton, Alex",D,"Gatineau, Olympiques",1997-07-05,59,143,10,24,5,39,6,13,3,22,1,10,2,13,60,40,42,2017-18 | Regular Season,87,116,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,D,1997-07-05,1997,1997-09-15,2015,2018,N
"Bertrand, Yannik",LW,"Rimouski, Océanic",1997-11-12,24,49,8,1,4,13,4,1,1,6,4,0,3,7,11,9,9,2017-18 | Regular Season,10,21,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,F,1997-11-12,1997,1997-09-15,2016,2018,N
"Marsh, Adam",LW,"Charlottetown, Islanders",1997-08-22,19,54,6,5,4,15,3,1,2,6,3,4,2,9,13,9,10,2017-18 | Regular Season,14,23,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,1997-08-22,1997,1997-09-15,2015,2018,N
"Theede, Dawson",C,"Acadie-Bathurst, Titan",1997-04-15,49,130,22,20,2,44,7,8,0,15,13,11,2,26,33,34,21,2017-18 | Regular Season,50,57,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1997-04-15,1997,1997-09-15,2015,2018,N
